IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
52.76.182.63,2052,80,false,SIN,Asia Pacific,Singapore,18,0.00
52.76.182.63,2096,80,false,SIN,Asia Pacific,Singapore,40,0.00
13.126.254.121,80,8080,false,BOM,Asia Pacific,Mumbai,57,0.00
13.114.59.37,2052,80,false,NRT,Asia Pacific,Tokyo,71,0.00
13.230.34.30,80,80,false,NRT,Asia Pacific,Tokyo,71,0.00
15.165.63.136,2095,80,false,ICN,Asia Pacific,Seoul,71,0.00
15.165.63.136,2052,80,false,ICN,Asia Pacific,Seoul,71,0.00
15.165.63.136,2053,80,false,ICN,Asia Pacific,Seoul,72,0.00
13.208.164.103,443,443,true,KIX,Asia Pacific,Osaka,74,0.00
13.113.14.230,443,443,true,NRT,Asia Pacific,Tokyo,82,0.00
13.237.94.188,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2087,80,false,SYD,Oceania,Sydney,93,0.00
54.66.80.167,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.237.223.44,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2082,80,false,SYD,Oceania,Sydney,93,0.00
54.66.80.167,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2086,80,false,SYD,Oceania,Sydney,93,0.00
54.66.80.167,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2086,80,false,SYD,Oceania,Sydney,93,0.00
54.66.80.167,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.54.81.122,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.55.238.1,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.55.238.1,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2096,80,false,SYD,Oceania,Sydney,94,0.00
13.55.238.1,2095,80,false,SYD,Oceania,Sydney,94,0.00
13.55.238.1,2083,80,false,SYD,Oceania,Sydney,94,0.00
13.55.59.224,2083,80,false,SYD,Oceania,Sydney,94,0.00
13.55.238.1,2052,80,false,SYD,Oceania,Sydney,94,0.00
13.54.173.154,2052,80,false,SYD,Oceania,Sydney,94,0.00
13.237.94.188,2052,80,false,SYD,Oceania,Sydney,94,0.00
13.211.0.227,2082,80,false,SYD,Oceania,Sydney,94,0.00
13.211.0.227,2086,80,false,SYD,Oceania,Sydney,94,0.00
13.55.237.163,2053,80,false,SYD,Oceania,Sydney,94,0.00
13.211.0.227,2087,80,false,SYD,Oceania,Sydney,94,0.00
13.55.59.224,2053,80,false,SYD,Oceania,Sydney,94,0.00
54.66.80.167,2083,80,false,SYD,Oceania,Sydney,94,0.00
13.236.104.165,2052,80,false,SYD,Oceania,Sydney,94,0.00
13.211.0.227,2095,80,false,SYD,Oceania,Sydney,94,0.00
13.54.173.154,2083,80,false,SYD,Oceania,Sydney,94,0.00
54.66.80.167,2087,80,false,SYD,Oceania,Sydney,94,0.00
13.55.238.1,2096,80,false,SYD,Oceania,Sydney,95,0.00
13.55.59.224,2095,80,false,SYD,Oceania,Sydney,96,0.00
13.211.0.227,2052,80,false,SYD,Oceania,Sydney,96,0.00
13.211.0.227,2096,80,false,SYD,Oceania,Sydney,96,0.00
13.54.173.154,2053,80,false,SYD,Oceania,Sydney,97,0.00
13.55.59.224,2082,80,false,SYD,Oceania,Sydney,97,0.00
13.211.0.227,2083,80,false,SYD,Oceania,Sydney,99,0.00
54.66.80.167,2095,80,false,SYD,Oceania,Sydney,102,0.00
13.54.173.154,2082,80,false,SYD,Oceania,Sydney,103,0.00
54.66.80.167,2086,80,false,SYD,Oceania,Sydney,103,0.00
13.236.104.165,2095,80,false,SYD,Oceania,Sydney,103,0.00
13.211.0.227,2053,80,false,SYD,Oceania,Sydney,116,0.00
34.220.156.191,443,80,false,ORD,North America,Chicago,226,0.00
52.25.147.154,2052,80,false,ORD,North America,Chicago,241,0.00
13.36.24.111,2096,80,false,CDG,Europe,Paris,243,0.00
13.36.24.111,2095,80,false,CDG,Europe,Paris,243,0.00
13.36.24.111,2082,80,false,CDG,Europe,Paris,243,0.00
13.36.63.124,2052,80,false,CDG,Europe,Paris,243,0.00
13.36.162.145,2082,80,false,CDG,Europe,Paris,243,0.00
13.36.253.240,2053,80,false,CDG,Europe,Paris,243,0.00
13.37.165.175,2053,80,false,CDG,Europe,Paris,244,0.00
13.37.224.156,8443,443,true,CDG,Europe,Paris,244,0.00
13.36.63.124,2083,80,false,CDG,Europe,Paris,245,0.00
13.36.24.111,2083,80,false,CDG,Europe,Paris,246,0.00
13.36.162.145,2052,80,false,CDG,Europe,Paris,251,0.00
13.36.162.145,2095,80,false,CDG,Europe,Paris,251,0.00
13.36.24.111,2086,80,false,CDG,Europe,Paris,252,0.00
15.222.2.245,443,443,false,YYZ,North America,Toronto,252,0.00
13.36.63.124,2096,80,false,CDG,Europe,Paris,252,0.00
13.37.32.97,8443,443,true,CDG,Europe,Paris,253,0.00
52.49.41.80,2053,443,true,DUB,Europe,Dublin,255,0.00
13.36.253.240,2086,80,false,CDG,Europe,Paris,256,0.00
15.160.15.101,2086,80,false,MXP,Europe,Milan,256,0.00
13.36.24.111,2052,80,false,CDG,Europe,Paris,257,0.00
15.160.252.181,2096,80,false,MXP,Europe,Milan,257,0.00
15.160.252.181,2087,80,false,MXP,Europe,Milan,257,0.00
13.36.162.145,2087,80,false,CDG,Europe,Paris,257,0.00
13.36.24.111,2087,80,false,CDG,Europe,Paris,257,0.00
13.37.224.156,2053,443,true,CDG,Europe,Paris,257,0.00
52.29.224.33,80,80,false,FRA,Europe,Frankfurt,258,0.00
13.36.253.240,2052,80,false,CDG,Europe,Paris,259,0.00
15.161.74.249,2086,80,false,MXP,Europe,Milan,259,0.00
13.36.64.125,8443,443,true,CDG,Europe,Paris,267,0.00
13.53.47.110,2087,80,false,ARN,Europe,Stockholm,268,0.00
13.53.47.110,2082,80,false,ARN,Europe,Stockholm,270,0.00
15.161.215.18,2083,80,false,MXP,Europe,Milan,270,0.00
15.156.198.227,80,443,true,YYZ,North America,Toronto,272,0.00
15.160.14.66,2095,80,false,MXP,Europe,Milan,277,0.00
13.53.47.110,2096,80,false,ARN,Europe,Stockholm,277,0.00
13.60.38.23,80,80,false,ARN,Europe,Stockholm,278,0.00
13.53.47.110,2052,80,false,ARN,Europe,Stockholm,278,0.00
13.53.47.110,2086,80,false,ARN,Europe,Stockholm,281,0.00
13.53.47.110,2095,80,false,ARN,Europe,Stockholm,292,0.00
15.161.216.233,2086,80,false,MXP,Europe,Milan,301,0.00
13.36.162.145,2096,80,false,CDG,Europe,Paris,320,0.00
13.36.162.145,2053,80,false,CDG,Europe,Paris,320,0.00
13.36.63.124,2095,80,false,CDG,Europe,Paris,323,0.00
13.36.253.240,2082,80,false,CDG,Europe,Paris,323,0.00
52.28.95.61,2052,2052,false,FRA,Europe,Frankfurt,324,0.00
15.160.15.255,2086,80,false,MXP,Europe,Milan,325,0.00
15.160.15.101,2083,80,false,MXP,Europe,Milan,327,0.00
13.36.63.124,2082,80,false,CDG,Europe,Paris,328,0.00
13.36.253.240,2087,80,false,CDG,Europe,Paris,329,0.00
15.160.15.255,2053,80,false,MXP,Europe,Milan,330,0.00
13.36.162.145,2083,80,false,CDG,Europe,Paris,330,0.00
13.36.253.240,2096,80,false,CDG,Europe,Paris,335,0.00
13.36.253.240,2083,80,false,CDG,Europe,Paris,337,0.00
13.53.47.110,2083,80,false,ARN,Europe,Stockholm,346,0.00
13.53.47.110,2053,80,false,ARN,Europe,Stockholm,348,0.00
13.245.152.196,2082,80,false,CPT,Africa,Cape Town,382,0.00
13.246.85.121,2053,80,false,CPT,Africa,Cape Town,382,0.00
13.246.85.121,2052,80,false,CPT,Africa,Cape Town,385,0.00
13.245.152.196,2053,80,false,CPT,Africa,Cape Town,387,0.00
13.245.152.196,2095,80,false,CPT,Africa,Cape Town,390,0.00
13.246.85.121,2095,80,false,CPT,Africa,Cape Town,390,0.00
13.246.85.121,2086,80,false,CPT,Africa,Cape Town,393,0.00
13.245.152.196,2086,80,false,CPT,Africa,Cape Town,395,0.00
13.246.85.121,2096,80,false,CPT,Africa,Cape Town,400,0.00
13.246.85.121,2083,80,false,CPT,Africa,Cape Town,403,0.00
13.246.85.121,2082,80,false,CPT,Africa,Cape Town,459,0.00
13.245.152.196,2096,80,false,CPT,Africa,Cape Town,460,0.00
